Unnamed: 0,model,language,framework,repo_url,success,execution_time_seconds,valid_openapi,files_processed,error,expected_paths_count,generated_paths_count,path_match_count,path_recall,path_precision,expected_methods_count,generated_methods_count,method_match_count,method_recall,method_precision,date,description
,llama3,typescript,NestJS + MikroORM,https://github.com/mikro-orm/nestjs-realworld-example-app,True,167.35,False,37,,12.0,10.0,9.0,0.75,0.9,19.0,15.0,14.0,0.7368,0.9333,28:23:49,"In this iteration, node_id has been fixed by removing error causing decorator_type key and handling C# path has been implemented as strategy (ControllerExtract is divided into strategies) and metrics has been changed to make sure that suffix of generated path should be equal to truthful path (rather than strictly equal )"
,llama3,typescript,NestJS + TypeORM,https://github.com/lujakob/nestjs-realworld-example-app,True,164.7,False,35,,12.0,10.0,9.0,0.75,0.9,19.0,15.0,14.0,0.7368,0.9333,28:23:52,"In this iteration, node_id has been fixed by removing error causing decorator_type key and handling C# path has been implemented as strategy (ControllerExtract is divided into strategies) and metrics has been changed to make sure that suffix of generated path should be equal to truthful path (rather than strictly equal )"
,llama3,Java,Spring Boot + MyBatis,https://github.com/joyheros/realworld,True,324.6,False,83,,12.0,12.0,12.0,1.0,1.0,19.0,18.0,18.0,0.9474,1.0,28:23:57,"In this iteration, node_id has been fixed by removing error causing decorator_type key and handling C# path has been implemented as strategy (ControllerExtract is divided into strategies) and metrics has been changed to make sure that suffix of generated path should be equal to truthful path (rather than strictly equal )"
,llama3,Java,Spring Boot + Spring Data JPA + PostgreSQL,https://github.com/marcusmonteirodesouza/realworld-backend-spring-boot-java-keycloak-postgresql,True,244.51,True,45,,12.0,10.0,9.0,0.75,0.9,19.0,13.0,12.0,0.6316,0.9231,29:00:01,"In this iteration, node_id has been fixed by removing error causing decorator_type key and handling C# path has been implemented as strategy (ControllerExtract is divided into strategies) and metrics has been changed to make sure that suffix of generated path should be equal to truthful path (rather than strictly equal )"
,llama3,Java,Spring Boot + WebFlux + MongoDB,https://github.com/a-mountain/realworld-spring-webflux,True,484.41,True,66,,12.0,16.0,11.0,0.9167,0.6875,19.0,22.0,17.0,0.8947,0.7727,29:00:09,"In this iteration, node_id has been fixed by removing error causing decorator_type key and handling C# path has been implemented as strategy (ControllerExtract is divided into strategies) and metrics has been changed to make sure that suffix of generated path should be equal to truthful path (rather than strictly equal )"
,llama3,C#,ASP.NET Core + Couchbase,https://github.com/mgroves/realworld-aspnet-couchbase,True,1.8,True,0,,12.0,11.0,3.0,0.25,0.2727,19.0,13.0,5.0,0.2632,0.3846,29:00:09,"In this iteration, node_id has been fixed by removing error causing decorator_type key and handling C# path has been implemented as strategy (ControllerExtract is divided into strategies) and metrics has been changed to make sure that suffix of generated path should be equal to truthful path (rather than strictly equal )"
,llama3,C#,ASP.NET Core + Microservices,https://github.com/profjordanov/realworld-microservices,True,1.25,False,0,,12.0,9.0,0.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0,29:00:09,"In this iteration, node_id has been fixed by removing error causing decorator_type key and handling C# path has been implemented as strategy (ControllerExtract is divided into strategies) and metrics has been changed to make sure that suffix of generated path should be equal to truthful path (rather than strictly equal )"
,llama3,typescript,Express & Firestore,https://github.com/marcusmonteirodesouza/typescript-firestore-terraform-realworld-backend,True,134.3,False,27,,12.0,11.0,11.0,0.9167,1.0,19.0,16.0,16.0,0.8421,1.0,31:01:26,Use repos ground_truth when provided or fall back to default one & some tweaks on c# controller-extractor strategy by extracting className as default prefix of each Controller endpoints
,llama3,typescript,Express + PostgreSQL + Drizzle + Docker,https://github.com/AhmedFawzy31/realworld-express-postgresql-drizzle,True,192.77,False,43,,12.0,9.0,3.0,0.25,0.3333,19.0,13.0,4.0,0.2105,0.3077,31:01:30,Use repos ground_truth when provided or fall back to default one & some tweaks on c# controller-extractor strategy by extracting className as default prefix of each Controller endpoints
,llama3,typescript,Neo4j + NestJS,https://github.com/neo4j-examples/nestjs-neo4j-realworld-example,True,237.29,True,31,,12.0,9.0,9.0,0.75,1.0,19.0,12.0,12.0,0.6316,1.0,31:01:34,Use repos ground_truth when provided or fall back to default one & some tweaks on c# controller-extractor strategy by extracting className as default prefix of each Controller endpoints
,llama3,typescript,NestJS + MikroORM,https://github.com/mikro-orm/nestjs-realworld-example-app,True,137.53,False,37,,14.0,11.0,0.0,0.0,0.0,21.0,16.0,0.0,0.0,0.0,31:01:36,Use repos ground_truth when provided or fall back to default one & some tweaks on c# controller-extractor strategy by extracting className as default prefix of each Controller endpoints
,llama3,typescript,NestJS + TypeORM,https://github.com/lujakob/nestjs-realworld-example-app,True,130.32,False,35,,12.0,11.0,10.0,0.8333,0.9091,19.0,16.0,15.0,0.7895,0.9375,31:01:38,Use repos ground_truth when provided or fall back to default one & some tweaks on c# controller-extractor strategy by extracting className as default prefix of each Controller endpoints
,llama3,Java,Spring Boot + MyBatis,https://github.com/joyheros/realworld,True,309.06,False,83,,12.0,12.0,12.0,1.0,1.0,19.0,18.0,18.0,0.9474,1.0,31:01:43,Use repos ground_truth when provided or fall back to default one & some tweaks on c# controller-extractor strategy by extracting className as default prefix of each Controller endpoints
,llama3,Java,Spring Boot + Spring Data JPA + PostgreSQL,https://github.com/marcusmonteirodesouza/realworld-backend-spring-boot-java-keycloak-postgresql,True,204.56,True,45,,12.0,9.0,9.0,0.75,1.0,19.0,15.0,15.0,0.7895,1.0,31:01:47,Use repos ground_truth when provided or fall back to default one & some tweaks on c# controller-extractor strategy by extracting className as default prefix of each Controller endpoints
,llama3,Java,Spring Boot + WebFlux + MongoDB,https://github.com/a-mountain/realworld-spring-webflux,True,375.27,True,66,,12.0,16.0,12.0,1.0,0.75,19.0,23.0,19.0,1.0,0.8261,31:01:53,Use repos ground_truth when provided or fall back to default one & some tweaks on c# controller-extractor strategy by extracting className as default prefix of each Controller endpoints
,llama3,C#,ASP.NET Core + Couchbase,https://github.com/mgroves/realworld-aspnet-couchbase,True,423.6,False,130,,12.0,14.0,5.0,0.4167,0.3571,19.0,16.0,7.0,0.3684,0.4375,31:02:00,Use repos ground_truth when provided or fall back to default one & some tweaks on c# controller-extractor strategy by extracting className as default prefix of each Controller endpoints
,llama3,C#,ASP.NET Core + Microservices,https://github.com/profjordanov/realworld-microservices,True,192.35,False,73,,12.0,8.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,31:02:03,Use repos ground_truth when provided or fall back to default one & some tweaks on c# controller-extractor strategy by extracting className as default prefix of each Controller endpoints
,qwen2.5-coder:3b,typescript,Express & Firestore,https://github.com/marcusmonteirodesouza/typescript-firestore-terraform-realworld-backend,True,146.35,True,27,,12.0,12.0,12.0,1.0,1.0,19.0,18.0,18.0,0.9474,1.0,31:20:36,"Fix Controller-extractor getting first wrong value from caputre (for some reason 2 values are getting back in Nest Js : The second is True) by removing the memoization Seen from Main.py"
,qwen2.5-coder:3b,typescript,Express + PostgreSQL + Drizzle + Docker,https://github.com/AhmedFawzy31/realworld-express-postgresql-drizzle,True,179.91,True,43,,12.0,10.0,4.0,0.3333,0.4,19.0,14.0,5.0,0.2632,0.3571,31:20:39,"Fix Controller-extractor getting first wrong value from caputre (for some reason 2 values are getting back in Nest Js : The second is True) by removing the memoization Seen from Main.py"
,qwen2.5-coder:3b,typescript,Neo4j + NestJS,https://github.com/neo4j-examples/nestjs-neo4j-realworld-example,True,241.42,True,31,,12.0,10.0,10.0,0.8333,1.0,19.0,15.0,15.0,0.7895,1.0,31:20:43,"Fix Controller-extractor getting first wrong value from caputre (for some reason 2 values are getting back in Nest Js : The second is True) by removing the memoization Seen from Main.py"
,qwen2.5-coder:3b,typescript,NestJS + MikroORM,https://github.com/mikro-orm/nestjs-realworld-example-app,True,187.96,True,37,,14.0,10.0,0.0,0.0,0.0,21.0,15.0,0.0,0.0,0.0,31:20:46,"Fix Controller-extractor getting first wrong value from caputre (for some reason 2 values are getting back in Nest Js : The second is True) by removing the memoization Seen from Main.py"
,qwen2.5-coder:3b,typescript,NestJS + TypeORM,https://github.com/lujakob/nestjs-realworld-example-app,True,165.74,False,35,,12.0,10.0,9.0,0.75,0.9,19.0,16.0,15.0,0.7895,0.9375,31:20:49,"Fix Controller-extractor getting first wrong value from caputre (for some reason 2 values are getting back in Nest Js : The second is True) by removing the memoization Seen from Main.py"
,qwen2.5-coder:3b,Java,Spring Boot + MyBatis,https://github.com/joyheros/realworld,True,282.96,False,83,,12.0,12.0,12.0,1.0,1.0,19.0,19.0,19.0,1.0,1.0,31:20:53,"Fix Controller-extractor getting first wrong value from caputre (for some reason 2 values are getting back in Nest Js : The second is True) by removing the memoization Seen from Main.py"
,qwen2.5-coder:3b,Java,Spring Boot + Spring Data JPA + PostgreSQL,https://github.com/marcusmonteirodesouza/realworld-backend-spring-boot-java-keycloak-postgresql,True,202.91,True,45,,12.0,10.0,10.0,0.8333,1.0,19.0,15.0,15.0,0.7895,1.0,31:20:57,"Fix Controller-extractor getting first wrong value from caputre (for some reason 2 values are getting back in Nest Js : The second is True) by removing the memoization Seen from Main.py"
,qwen2.5-coder:3b,Java,Spring Boot + WebFlux + MongoDB,https://github.com/a-mountain/realworld-spring-webflux,True,401.14,True,66,,12.0,15.0,11.0,0.9167,0.7333,19.0,22.0,18.0,0.9474,0.8182,31:21:04,"Fix Controller-extractor getting first wrong value from caputre (for some reason 2 values are getting back in Nest Js : The second is True) by removing the memoization Seen from Main.py"
,qwen2.5-coder:3b,C#,ASP.NET Core example 1,https://github.com/gothinkster/aspnetcore-realworld-example-app,True,202.79,True,64,,12.0,7.0,7.0,0.5833,1.0,19.0,11.0,11.0,0.5789,1.0,31:21:07,"Fix Controller-extractor getting first wrong value from caputre (for some reason 2 values are getting back in Nest Js : The second is True) by removing the memoization Seen from Main.py"
,qwen2.5-coder:3b,C#,ASP.NET Core example 2,https://github.com/TomislavVinkovic/realworld-api-asp-net-10,True,328.93,True,69,,12.0,14.0,3.0,0.25,0.2143,19.0,21.0,5.0,0.2632,0.2381,31:21:12,"Fix Controller-extractor getting first wrong value from caputre (for some reason 2 values are getting back in Nest Js : The second is True) by removing the memoization Seen from Main.py"
